,Remuneration,Spending_Score,Product,Customer_Segments,Review_Polarity,Summary_Polarity
176,12.3,81,4405,HighSpending_and_LowRemuneration,0.157138693967323,0.34863636363636363
177,71.34,27,4405,LowSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
178,72.16,13,4405,LowSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
179,76.26,90,4405,HighSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
180,79.54,32,4405,LowSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
181,80.36,88,4405,HighSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
182,82.82,24,4405,LowSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
183,82.82,68,4405,HighSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
184,84.46,17,4405,LowSpending_and_HighRemuneration,0.157138693967323,0.34863636363636363
185,13.12,6,263,LowSpending_and_LowRemuneration,0.23334852493185826,0.41111111111111115
186,13.12,77,263,HighSpending_and_LowRemuneration,0.23334852493185826,0.41111111111111115
187,13.94,76,263,HighSpending_and_LowRemuneration,0.23334852493185826,0.41111111111111115
188,17.22,66,263,HighSpending_and_LowRemuneration,0.23334852493185826,0.41111111111111115
189,84.46,85,263,HighSpending_and_HighRemuneration,0.23334852493185826,0.41111111111111115
190,84.46,69,263,HighSpending_and_HighRemuneration,0.23334852493185826,0.41111111111111115
191,103.32,28,263,LowSpending_and_HighRemuneration,0.23334852493185826,0.41111111111111115
192,112.34,83,263,HighSpending_and_HighRemuneration,0.23334852493185826,0.41111111111111115
193,13.12,6,979,LowSpending_and_LowRemuneration,0.17095836668000533,0.3923611111111111
194,13.94,76,979,HighSpending_and_LowRemuneration,0.17095836668000533,0.3923611111111111
195,14.76,6,979,LowSpending_and_LowRemuneration,0.17095836668000533,0.3923611111111111
196,19.68,35,979,LowSpending_and_LowRemuneration,0.17095836668000533,0.3923611111111111
197,82.82,68,979,HighSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
198,92.66,8,979,LowSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
199,92.66,91,979,HighSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
200,98.4,16,979,LowSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
201,112.34,18,979,LowSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
202,112.34,83,979,HighSpending_and_HighRemuneration,0.17095836668000533,0.3923611111111111
203,13.12,6,1463,LowSpending_and_LowRemuneration,0.19895197395197395,0.15555555555555556
204,14.76,6,1463,LowSpending_and_LowRemuneration,0.19895197395197395,0.15555555555555556
205,15.58,72,1463,HighSpending_and_LowRemuneration,0.19895197395197395,0.15555555555555556
206,15.58,14,1463,LowSpending_and_LowRemuneration,0.19895197395197395,0.15555555555555556
207,22.96,14,1463,LowSpending_and_LowRemuneration,0.19895197395197395,0.15555555555555556
208,81.18,39,1463,LowSpending_and_HighRemuneration,0.19895197395197395,0.15555555555555556
209,84.46,69,1463,HighSpending_and_HighRemuneration,0.19895197395197395,0.15555555555555556
210,103.32,74,1463,HighSpending_and_HighRemuneration,0.19895197395197395,0.15555555555555556
211,13.12,6,123,LowSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
212,14.76,94,123,HighSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
213,15.58,99,123,HighSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
214,16.4,13,123,LowSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
215,16.4,79,123,HighSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
216,23.78,87,123,HighSpending_and_LowRemuneration,0.17061422902494333,0.034999999999999996
217,44.28,53,123,AveSpending_and_AveRemuneration,0.17061422902494333,0.034999999999999996
218,84.46,85,123,HighSpending_and_HighRemuneration,0.17061422902494333,0.034999999999999996
219,103.32,28,123,LowSpending_and_HighRemuneration,0.17061422902494333,0.034999999999999996
220,13.12,6,1241,LowSpending_and_LowRemuneration,0.17199309802398036,0.07
221,15.58,3,1241,LowSpending_and_LowRemuneration,0.17199309802398036,0.07
222,16.4,77,1241,HighSpending_and_LowRemuneration,0.17199309802398036,0.07
223,17.22,66,1241,HighSpending_and_LowRemuneration,0.17199309802398036,0.07
224,19.68,35,1241,LowSpending_and_LowRemuneration,0.17199309802398036,0.07
225,19.68,73,1241,HighSpending_and_LowRemuneration,0.17199309802398036,0.07
226,27.06,81,1241,HighSpending_and_LowRemuneration,0.17199309802398036,0.07
227,44.28,41,1241,AveSpending_and_AveRemuneration,0.17199309802398036,0.07
228,98.4,79,1241,HighSpending_and_HighRemuneration,0.17199309802398036,0.07
229,13.12,6,7373,LowSpending_and_LowRemuneration,0.2402199134199134,0.475
230,36.08,50,7373,AveSpending_and_AveRemuneration,0.2402199134199134,0.475
231,58.22,95,7373,HighSpending_and_HighRemuneration,0.2402199134199134,0.475
232,59.04,71,7373,HighSpending_and_HighRemuneration,0.2402199134199134,0.475
233,60.68,10,7373,LowSpending_and_HighRemuneration,0.2402199134199134,0.475
234,62.32,40,7373,AveSpending_and_AveRemuneration,0.2402199134199134,0.475
235,63.14,97,7373,HighSpending_and_HighRemuneration,0.2402199134199134,0.475
236,63.14,36,7373,LowSpending_and_HighRemuneration,0.2402199134199134,0.475
237,71.34,13,7373,LowSpending_and_HighRemuneration,0.2402199134199134,0.475
238,13.12,6,7532,LowSpending_and_LowRemuneration,0.1812786195286195,0.3383333333333333
239,37.72,46,7532,AveSpending_and_AveRemuneration,0.1812786195286195,0.3383333333333333
240,58.22,9,7532,LowSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
241,59.86,7,7532,LowSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
242,61.5,93,7532,HighSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
243,63.14,97,7532,HighSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
244,63.96,22,7532,LowSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
245,63.96,90,7532,HighSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
246,71.34,92,7532,HighSpending_and_HighRemuneration,0.1812786195286195,0.3383333333333333
247,13.12,6,2173,LowSpending_and_LowRemuneration,0.18884756493506494,0.25
248,16.4,15,2173,LowSpending_and_LowRemuneration,0.18884756493506494,0.25
249,18.86,29,2173,LowSpending_and_LowRemuneration,0.18884756493506494,0.25
250,20.5,73,2173,HighSpending_and_LowRemuneration,0.18884756493506494,0.25
251,22.96,61,2173,HighSpending_and_LowRemuneration,0.18884756493506494,0.25
252,24.6,4,2173,LowSpending_and_LowRemuneration,0.18884756493506494,0.25
253,24.6,73,2173,HighSpending_and_LowRemuneration,0.18884756493506494,0.25
254,49.2,49,2173,AveSpending_and_AveRemuneration,0.18884756493506494,0.25
255,13.12,6,3525,LowSpending_and_LowRemuneration,0.16076963241436926,0.008333333333333328
256,27.88,73,3525,HighSpending_and_LowRemuneration,0.16076963241436926,0.008333333333333328
257,44.28,54,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
258,44.28,44,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
259,47.56,46,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
260,49.2,42,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
261,50.02,42,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
262,50.84,48,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
263,50.84,59,3525,AveSpending_and_AveRemuneration,0.16076963241436926,0.008333333333333328
264,13.12,6,4415,LowSpending_and_LowRemuneration,0.11901680814910345,0.47000000000000003
265,71.34,63,4415,HighSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
266,72.16,86,4415,HighSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
267,79.54,32,4415,LowSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
268,79.54,86,4415,HighSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
269,81.18,39,4415,LowSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
270,82.82,68,4415,HighSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
271,84.46,17,4415,LowSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
272,84.46,85,4415,HighSpending_and_HighRemuneration,0.11901680814910345,0.47000000000000003
273,13.12,77,1473,HighSpending_and_LowRemuneration,0.22737500000000002,0.418
274,14.76,94,1473,HighSpending_and_LowRemuneration,0.22737500000000002,0.418
275,15.58,14,1473,LowSpending_and_LowRemuneration,0.22737500000000002,0.418
276,15.58,99,1473,HighSpending_and_LowRemuneration,0.22737500000000002,0.418
277,22.96,82,1473,HighSpending_and_LowRemuneration,0.22737500000000002,0.418
278,41.0,49,1473,AveSpending_and_AveRemuneration,0.22737500000000002,0.418
279,81.18,97,1473,HighSpending_and_HighRemuneration,0.22737500000000002,0.418
280,92.66,8,1473,LowSpending_and_HighRemuneration,0.22737500000000002,0.418
281,112.34,18,1473,LowSpending_and_HighRemuneration,0.22737500000000002,0.418
282,13.12,77,486,HighSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
283,15.58,3,486,LowSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
284,16.4,15,486,LowSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
285,16.4,79,486,HighSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
286,17.22,35,486,LowSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
287,24.6,4,486,LowSpending_and_LowRemuneration,0.048104630064745205,0.13666666666666666
288,44.28,48,486,AveSpending_and_AveRemuneration,0.048104630064745205,0.13666666666666666
289,84.46,23,486,LowSpending_and_HighRemuneration,0.048104630064745205,0.13666666666666666
290,103.32,74,486,HighSpending_and_HighRemuneration,0.048104630064745205,0.13666666666666666
291,13.12,77,1307,HighSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
292,15.58,72,1307,HighSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
293,16.4,13,1307,LowSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
294,18.86,29,1307,LowSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
295,19.68,73,1307,HighSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
296,20.5,5,1307,LowSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
297,27.88,17,1307,LowSpending_and_LowRemuneration,0.2942596153846154,0.20500000000000002
298,44.28,44,1307,AveSpending_and_AveRemuneration,0.2942596153846154,0.20500000000000002
299,103.32,28,1307,LowSpending_and_HighRemuneration,0.2942596153846154,0.20500000000000002
300,13.12,77,7381,HighSpending_and_LowRemuneration,0.13994586663336664,0.17777777777777776
301,36.08,46,7381,AveSpending_and_AveRemuneration,0.13994586663336664,0.17777777777777776
302,58.22,11,7381,LowSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
303,59.86,5,7381,LowSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
304,60.68,72,7381,HighSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
305,62.32,87,7381,HighSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
306,63.14,36,7381,LowSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
307,63.14,74,7381,HighSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
308,71.34,75,7381,HighSpending_and_HighRemuneration,0.13994586663336664,0.17777777777777776
309,13.12,77,7533,HighSpending_and_LowRemuneration,0.31380124223602485,0.205
310,37.72,56,7533,AveSpending_and_AveRemuneration,0.31380124223602485,0.205
311,58.22,75,7533,HighSpending_and_HighRemuneration,0.31380124223602485,0.205
312,59.86,73,7533,HighSpending_and_HighRemuneration,0.31380124223602485,0.205
313,62.32,40,7533,AveSpending_and_AveRemuneration,0.31380124223602485,0.205
314,63.14,36,7533,LowSpending_and_HighRemuneration,0.31380124223602485,0.205
315,63.96,90,7533,HighSpending_and_HighRemuneration,0.31380124223602485,0.205
316,63.96,17,7533,LowSpending_and_HighRemuneration,0.31380124223602485,0.205
317,72.16,13,7533,LowSpending_and_HighRemuneration,0.31380124223602485,0.205
